vocab_size,language,metric,byte,gconstr,delta
16000,ary_Arab,token_premium,0.9791203188728217,0.980454893232246,0.001334574359424301
16000,ary_Arab,stfr,0.2029301081631204,0.20443151721528566,0.0015014090521652534
16000,ary_Arab,strr,0.369775592404666,0.3689909504629387,-0.0007846419417272821
16000,quy_Latn,fertility,2.4243241548014804,2.4240105375399863,-0.0003136172614941479
16000,quy_Latn,token_premium,0.8956942899517983,0.8960144675523406,0.00032017760054225963
16000,quy_Latn,stfr,0.1464127706915733,0.14645758940123169,4.481870965838963e-05
16000,quy_Latn,strr,0.2744778272596124,0.27466599761650884,0.00018817035689644435
16000,grn_Latn,fertility,2.4031843862352336,2.399589111453518,-0.0035952747817153963
16000,grn_Latn,token_premium,0.9758759733036707,0.9748904500243445,-0.000985523279326217
16000,grn_Latn,stfr,0.1547101707392368,0.15670186453576865,0.001991693796531857
16000,grn_Latn,strr,0.34594532899617647,0.3502824858757062,0.0043371568795297355
32000,ory_Orya,fertility,2.056422018348624,2.3833333333333333,0.3269113149847094
32000,ory_Orya,token_premium,1.065464244216753,1.2345812651811174,0.16911702096436443
32000,ory_Orya,stfr,0.20085756066126353,0.2548063557237869,0.05394879506252337
32000,ory_Orya,strr,0.481039755351682,0.3821610601427115,-0.09887869520897047
32000,amh_Ethi,fertility,2.3485862665897286,2.3438545874206578,-0.0047316791690708015
32000,amh_Ethi,token_premium,1.0748125066018803,1.072420530151019,-0.0023919764508613106
32000,amh_Ethi,stfr,0.3766000835360311,0.37536620793224845,-0.0012338756037826304
32000,amh_Ethi,strr,0.3392383150605886,0.33958453548759376,0.00034622042700516165
32000,arz_Arab,fertility,1.921353499102794,1.922583952832607,0.001230453729812897
32000,arz_Arab,token_premium,0.9896482518221189,0.9900728693631852,0.00042461754106626337
32000,arz_Arab,stfr,0.16776070018144945,0.16733333333333333,-0.00042736684811611747
32000,arz_Arab,strr,0.4723404255319149,0.4718790053832351,-0.0004614201486798364
32000,ary_Arab,fertility,1.981691688026364,1.9909504629387456,0.009258774912381584
32000,ary_Arab,token_premium,1.000422520333791,1.0048843594888583,0.00446183915506726
32000,ary_Arab,stfr,0.1731073804244536,0.17726806967762276,0.004160689253169175
32000,ary_Arab,strr,0.44975676099806455,0.4480305487262646,-0.0017262122717999762
32000,quy_Latn,fertility,2.185912312613686,2.186414100232077,0.0005017876183908143
32000,quy_Latn,token_premium,0.9203021020386606,0.9203189354736508,1.683343499025991e-05
32000,quy_Latn,stfr,0.14269727403156385,0.14277927591944461,8.200188788076712e-05
32000,quy_Latn,strr,0.3548265696543938,0.35463839929749735,-0.00018817035689644435
32000,grn_Latn,fertility,2.1411858699994295,2.148433487416538,0.007247617417108554
32000,grn_Latn,token_premium,0.9908101827400444,0.9939539550110889,0.0031437722710444538
32000,grn_Latn,stfr,0.14187100213219617,0.14420803782505912,0.0023370356928629488
32000,grn_Latn,strr,0.4305198881470068,0.4298350739028705,-0.0006848142441363003
