vocab_size,language,metric,byte,gconstr,delta
32000,amh_Ethi,stfr,0.5659317614019731,0.5622839585200359,-0.0036478028819372232
32000,amh_Ethi,strr,0.17212925562608195,0.17207155222158108,-5.7703404500869526e-05
32000,arz_Arab,fertility,2.109612919764163,2.1121763650346064,0.0025634452704434985
32000,arz_Arab,token_premium,1.230907296060307,1.2325873623743417,0.0016800663140348338
32000,arz_Arab,stfr,0.1896082434140177,0.192120976746444,0.002512733332426298
32000,arz_Arab,strr,0.4019994873109459,0.4013329915406306,-0.0006664957703153007
32000,ary_Arab,fertility,2.195689700266778,2.1968405084479783,0.0011508081812001691
32000,ary_Arab,token_premium,1.2556462951329683,1.2564923408329345,0.0008460456999661581
32000,ary_Arab,stfr,0.19897558070279928,0.2010143581684406,0.0020387774656413227
32000,ary_Arab,strr,0.37260030339488415,0.3730710885599205,0.00047078516503634704
32000,quy_Latn,fertility,2.8205482029730917,2.821049990591482,0.0005017876183903702
32000,quy_Latn,token_premium,1.345179335307667,1.3456199138343705,0.0004405785267034279
32000,quy_Latn,stfr,0.1558219178082192,0.15588313767342582,6.121986520662981e-05
32000,quy_Latn,strr,0.19833155616885154,0.1982688327165527,-6.272345229882403e-05
32000,grn_Latn,fertility,2.797180848028306,2.8043143297380584,0.007133481709752587
32000,grn_Latn,token_premium,1.466241885787789,1.4702010531354714,0.003959167347682424
32000,grn_Latn,stfr,0.2074671019075793,0.2096052096052096,0.002138107697630287
32000,grn_Latn,strr,0.2667351480910803,0.265993265993266,-0.0007418820978142837
